id,len1,len2,len3,len4,len5,len6,len7,len8,len9,len10,len11,len12,len13,len14,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14
pqrsabc,0,0,0,0,0,0,0,0,0,0,0,0,4,0,[],[],[],[],[],[],[],[],[],[],[],[],"['195951', '235010', '238396', '403440']",[]
kismoe,0,0,0,1,0,0,0,0,0,0,0,0,1,0,[],[],[],['418169'],[],[],[],[],[],[],[],[],['27979'],[]
vendor,0,1,0,0,1,0,0,0,0,0,0,0,0,0,[],['56424'],[],[],['22799'],[],[],[],[],[],[],[],[],[]
wayne971,0,0,0,1,0,0,0,1,0,0,0,0,0,0,[],[],[],['209168'],[],[],[],['78957'],[],[],[],[],[],[]
WAYNE978,0,0,0,4,0,0,0,0,0,0,0,0,0,0,[],[],[],"['24855', '169726', '297269', '336902']",[],[],[],[],[],[],[],[],[],[]
sam197665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sparklekyu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['342553'],[]
saintmin1002,0,0,0,3,0,0,0,0,0,0,0,0,0,0,[],[],[],"['192608', '274528', '313035']",[],[],[],[],[],[],[],[],[],[]
Arctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fireoldman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
necrophagist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
myloveflyfly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Suboy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
hank830214,0,1,0,0,0,1,0,0,0,0,0,0,0,0,[],['242070'],[],[],[],['242070'],[],[],[],[],[],[],[],[]
pudings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['348429'],[],[],[],[],[],[],[],[],[],[],[],[]
nalthax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
douglasjs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['164986'],[],[],[],[],[],[],[],[]
loadingN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['119493'],[],[],[],[],[],[]
thecoolbill,0,0,0,0,0,0,0,0,0,0,0,0,5,0,[],[],[],[],[],[],[],[],[],[],[],[],"['191727', '216408', '236942', '400603', '402746']",[]
Kuan1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
gyamwoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
suckdickman,0,0,3,0,0,0,0,1,0,0,0,0,0,0,[],[],"['35871', '114979', '137549']",[],[],[],[],['185874'],[],[],[],[],[],[]
timmy2153200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,[],[],[],[],[],[],[],[],[],['223776'],[],[],['292635'],[]
WhiteWhale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ItsTimeToGo,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['284518'],[],['330993'],[],[],[],[],[],[],[],[],[],[]
rowi,0,0,0,3,0,0,0,0,0,0,0,0,0,0,[],[],[],"['323852', '417047', '419972']",[],[],[],[],[],[],[],[],[],[]
akuan413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
angensun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jj314257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['348270'],[],[],[],[]
yosaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
george00799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['414821'],[],[],[],[],[],[],[],[],[],[]
Orangemikan,0,0,0,0,0,1,0,0,0,0,0,0,1,0,[],[],[],[],[],['148576'],[],[],[],[],[],[],['217175'],[]
xampp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
dfltw,0,1,0,1,0,0,0,0,0,3,0,0,0,0,[],['321073'],[],['408721'],[],[],[],[],[],"['145741', '322307', '390849']",[],[],[],[]
muffinpat,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['399301'],[],['69024'],[],[],[],[],[],[],[],[],[],[]
halifax,0,0,0,0,0,0,0,1,0,0,0,0,2,0,[],[],[],[],[],[],[],['69394'],[],[],[],[],"['167084', '375102']",[]
Aline05,0,1,0,2,0,0,0,0,0,0,0,0,0,0,[],['269754'],[],"['265802', '269754']",[],[],[],[],[],[],[],[],[],[]
gamer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Steven0422,0,0,0,0,0,0,0,0,0,0,1,1,0,0,[],[],[],[],[],[],[],[],[],[],['264124'],['264124'],[],[]
tmnozjwklwn,0,1,0,0,0,0,0,0,0,1,0,0,0,0,[],['422837'],[],[],[],[],[],[],[],['227320'],[],[],[],[]
elcatel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Nolan5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
iamdota,0,3,0,2,0,0,0,0,0,0,0,1,1,0,[],"['174119', '384396', '397791']",[],"['355926', '357306']",[],[],[],[],[],[],[],['129350'],['104305'],[]
LiangNight,0,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],['118246'],[],[],[],[],[],['408753'],[],[],[],[]
unformat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['104916'],[],[],[],[],[],[]
icat2046,0,0,0,3,0,0,0,0,0,0,0,0,0,0,[],[],[],"['110770', '266174', '278567']",[],[],[],[],[],[],[],[],[],[]
jackboss,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['110241'],[]
richaelchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
zangetsu9006,0,2,0,0,0,0,0,0,0,0,0,0,0,0,[],"['263800', '411558']",[],[],[],[],[],[],[],[],[],[],[],[]
dilbertludan,0,2,0,1,0,0,0,0,0,0,0,0,0,0,[],"['256444', '259142']",[],['178278'],[],[],[],[],[],[],[],[],[],[]
ejo8230c,0,0,0,1,0,0,0,0,0,0,0,0,1,0,[],[],[],['163120'],[],[],[],[],[],[],[],[],['170645'],[]
liveinhome,0,4,0,3,0,0,0,0,0,0,0,0,0,0,[],"['179341', '205951', '206177', '269077']",[],"['179341', '205951', '269077']",[],[],[],[],[],[],[],[],[],[]
sakula0616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['198892'],[],[],[],[],[],[],[],[],[],[]
resisazy,0,0,0,0,0,0,0,0,0,1,0,0,2,0,[],[],[],[],[],[],[],[],[],['238614'],[],[],"['237397', '244959']",[]
kmtkmtkmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
LinChinHoung,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['382626'],[]
kt111003,0,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],['416670'],[],[],[],[],[],['416669'],[],[],[],[]
ota978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['366963'],[],[],[],[],[],[],[],[]
standalone,0,0,0,1,0,0,0,0,0,2,0,0,0,0,[],[],[],['8564'],[],[],[],[],[],"['15389', '19466']",[],[],[],[]
samxtony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['93371'],[],[],[],[],[],[]
rainkate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['265351'],[],[],[],[],[],[],[],[],[],[]
jeffwei66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,[],[],[],['84528'],[],['24904'],[],[],[],[],[],[],[],[]
harry881210,0,1,0,1,0,0,0,0,0,0,0,0,1,0,[],['326945'],[],['326945'],[],[],[],[],[],[],[],[],['245848'],[]
gusser,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['345964'],[],[],[],[],[],[],[],[]
Dvdoer,0,1,0,0,0,0,0,0,0,1,0,1,0,0,[],['163782'],[],[],[],[],[],[],[],['360760'],[],['392536'],[],[]
miera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['42492'],[],[],[],[],[],[],[],[],[],[],[],[]
naly0617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
chch2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['279397'],[],[],[],[],[],[],[],[]
tingstart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['3440'],[],[],[],[]
hsb1012,0,1,0,2,0,0,0,0,0,0,0,0,0,0,[],['377009'],[],"['247451', '303336']",[],[],[],[],[],[],[],[],[],[]
Mulsanne,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['286868'],[],['409501'],[],[],[],[],[],[],[],[],[],[]
cs02045782,0,0,0,5,0,0,0,0,0,0,0,0,0,0,[],[],[],"['257961', '274035', '274182', '274442', '390357']",[],[],[],[],[],[],[],[],[],[]
cheerforyou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
set852064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['186370'],[],[],[],[]
linnom,0,5,0,1,0,0,0,0,0,0,0,0,1,0,[],"['103338', '109460', '117154', '172889', '192399']",[],['255735'],[],[],[],[],[],[],[],[],['263732'],[]
firehuk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['281161'],[],[],[],[]
aglet,0,0,0,1,0,0,0,0,0,3,0,0,0,0,[],[],[],['189473'],[],[],[],[],[],"['50922', '242835', '295822']",[],[],[],[]
CREA,0,1,0,0,0,0,0,1,0,1,0,0,0,0,[],['262055'],[],[],[],[],[],['295653'],[],['288679'],[],[],[],[]
MIOAAZO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
daniel1344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['12414'],[],[],[],[],[],[],[],[],[],[],[],[]
g3710811,0,2,0,0,0,0,0,0,0,0,0,0,0,0,[],"['75060', '366173']",[],[],[],[],[],[],[],[],[],[],[],[]
venson,0,0,0,0,0,2,0,0,0,0,0,0,0,0,[],[],[],[],[],"['253231', '384569']",[],[],[],[],[],[],[],[]
o8tom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
navy1109547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
seraphpiyo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['52832'],[],[],[],[],[],[],[],[],[],[]
Keng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
twyes1688,0,0,0,1,0,0,0,1,0,0,0,0,0,0,[],[],[],['50781'],[],[],[],['60918'],[],[],[],[],[],[]
afking,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['101283'],[],[],[],[],[],[],[],[],[],[],[],[]
ai1robert,0,0,0,0,0,2,0,0,0,0,0,0,1,0,[],[],[],[],[],"['74693', '256087']",[],[],[],[],[],[],['240445'],[]
Velurisnow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kuojung66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tony160079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
taiwanstrike,0,0,0,2,0,0,0,0,0,0,0,0,0,0,[],[],[],"['276787', '278484']",[],[],[],[],[],[],[],[],[],[]
rainielove44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['214992'],[],[],[],[],[],[],[],[],[],[]
bozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NAGI,0,0,0,3,0,0,0,0,0,0,0,0,0,0,[],[],[],"['275744', '283587', '289565']",[],[],[],[],[],[],[],[],[],[]
qaz19wsx96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['270759'],[],[],[],[],[],[],[],[],[],[]
e1236699,0,4,0,0,0,0,0,0,0,0,0,3,1,0,[],"['22769', '53713', '74336', '347208']",[],[],[],[],[],[],[],[],[],"['22511', '22895', '26557']",['80164'],[]
small91051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
xxxtakoxxx,0,0,0,0,0,2,0,0,0,4,0,0,0,0,[],[],[],[],[],"['37138', '264964']",[],[],[],"['37136', '217532', '238611', '264964']",[],[],[],[]
fizecat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
usoppp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
buwa56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['132761'],[],[],[],[],[],[],[],[],[],[]
arctic,0,0,0,1,1,0,0,1,0,0,0,0,0,0,[],[],[],['225260'],['276569'],[],[],['186726'],[],[],[],[],[],[]
ktworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kishiwada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
llHAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
winnerdinner,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['120973'],[],[],[],[]
ZRX1200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['284923'],[],[],[],[],[],[],[],[],[],[]
penaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
superjim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
bimmers0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,[],"['32252', '62067', '62068', '104823', '406031']",[],[],[],[],[],[],[],[],[],[],[],[]
disneys0110,0,1,0,1,0,0,0,0,0,0,0,1,0,0,[],['330891'],[],['179433'],[],[],[],[],[],[],[],['86331'],[],[]
gary2563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['357255'],[],[],[],[],[],[],[],[],[],[]
hiyashi1986,0,0,0,2,0,0,0,0,0,1,0,0,0,0,[],[],[],"['102638', '358974']",[],[],[],[],[],['202601'],[],[],[],[]
jacklyl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['421959'],[],[],[],[]
j55373126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cryagian,0,0,0,0,0,1,0,0,0,1,0,0,0,0,[],[],[],[],[],['414294'],[],[],[],['409578'],[],[],[],[]
wxes30431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['106008'],[],[],[],[],[],[],[],[]
baptism,0,3,0,0,0,0,0,0,0,0,0,0,0,0,[],"['104462', '142693', '173221']",[],[],[],[],[],[],[],[],[],[],[],[]
pilitiger,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['192021'],[]
herliou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
imagewind,0,0,0,0,0,0,0,0,0,0,0,0,2,0,[],[],[],[],[],[],[],[],[],[],[],[],"['170631', '400599']",[]
sakey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
zombie5623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
wwf0322,0,0,0,1,0,0,0,0,0,0,0,1,0,0,[],[],[],['417327'],[],[],[],[],[],[],[],['184980'],[],[]
ethan30213,0,2,0,1,0,0,0,0,0,0,0,0,0,0,[],"['98992', '109395']",[],['279927'],[],[],[],[],[],[],[],[],[],[]
smallplug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['60869'],[],[],[],[]
banana246,0,0,0,0,0,1,0,0,0,3,0,0,0,0,[],[],[],[],[],['399014'],[],[],[],"['64121', '295246', '298570']",[],[],[],[]
iloveforix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
MarioBro,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['183840'],[],[],[],[],[],[],[],[],[],[]
yamato75310,0,0,0,0,0,0,0,0,0,1,1,1,0,0,[],[],[],[],[],[],[],[],[],['402523'],['253725'],['253725'],[],[]
Allensph,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['191432'],[],['197381'],[],[],[],[],[],[],[],[],[],[]
iPadIIV,0,0,0,1,0,0,0,0,0,6,0,0,0,0,[],[],[],['174308'],[],[],[],[],[],"['177364', '226278', '244889', '264261', '416832', '416966']",[],[],[],[]
IRPT001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['229417'],[]
david22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['159965'],[],[],[],[],[],[],[],[],[],[],[],[]
siyan1023,0,0,0,7,0,1,0,0,0,0,0,0,0,0,[],[],[],"['118281', '118379', '268383', '394402', '409738', '409861', '421935']",[],['120039'],[],[],[],[],[],[],[],[]
mov048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Zack5813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['305261'],[],[],[],[],[],[],[],[],[],[]
kens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[],[],[],[],[],[],[],['214789'],[],[],[],[],[],[]
yoning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['87868'],[],[],[],[]
bobby94507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['392033'],[],[],[],[],[],[],[],[],[],[]
ig49999,0,0,0,0,0,0,0,0,0,2,0,0,0,0,[],[],[],[],[],[],[],[],[],"['343511', '344633']",[],[],[],[]
dragonking02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['150650'],[]
louis82828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
baz06,0,0,0,0,0,3,0,0,0,1,0,0,0,0,[],[],[],[],[],"['117174', '225638', '356186']",[],[],[],['228833'],[],[],[],[]
carl578,0,0,0,1,0,0,0,0,0,0,0,2,2,0,[],[],[],['340999'],[],[],[],[],[],[],[],"['235437', '293146']","['235437', '269351']",[]
roc100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],['283386'],[],[],[],[],[],['262912'],[],[],[],[]
cp394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Songla08,0,1,0,2,0,0,0,0,0,0,0,1,0,0,[],['316873'],[],"['215274', '326942']",[],[],[],[],[],[],[],['127732'],[],[]
sweetuio379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
sillycloud,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['144136'],[]
Suppan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['224003'],[],[],[],[],[],[],[],[],[],[]
GeniiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ryanworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Rex1009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['274924'],[],[],[],[],[],[],[],[],[],[]
bluemiya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['179462'],[],[],[],[],[],[],[],[],[],[]
ltp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kawamuraa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ericpan6868,0,0,0,2,0,0,0,0,0,0,0,0,0,0,[],[],[],"['226273', '405312']",[],[],[],[],[],[],[],[],[],[]
tibayfather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Shawn5689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,[],['332597'],[],[],[],[],[],[],[],[],[],[],[],[]
applemango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
batt0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
YuenYang5566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['306898'],[],[],[],[],[],[],[],[],[],[]
mio8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
kero0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
happylinadog,0,0,0,1,0,0,0,0,0,0,0,0,1,0,[],[],[],['286943'],[],[],[],[],[],[],[],[],['263339'],[]
terry75714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Smoltzy,0,4,0,3,0,0,0,0,0,0,0,0,0,0,[],"['223415', '227588', '228100', '250938']",[],"['223415', '228100', '250938']",[],[],[],[],[],[],[],[],[],[]
blackbottle,0,1,0,0,0,0,0,0,0,0,0,1,0,0,[],['91181'],[],[],[],[],[],[],[],[],[],['337086'],[],[]
yada0216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['148972'],[],[],[],[]
zeluda,0,0,0,0,0,2,0,0,0,0,0,0,0,0,[],[],[],[],[],"['232549', '262292']",[],[],[],[],[],[],[],[]
moneywinner2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,[],[],[],"['40004', '92946', '95658']",[],[],[],[],[],[],[],[],[],[]
Booklt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
f1426871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
joejohn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['13001'],[],[],[],[],[],[],[],[],[],[]
gametv,0,1,0,0,0,0,0,0,0,0,0,1,0,0,[],['326974'],[],[],[],[],[],[],[],[],[],['251398'],[],[]
ms05605566,0,5,0,1,0,0,0,0,0,0,0,0,0,0,[],"['35055', '43560', '50941', '54921', '76532']",[],['35524'],[],[],[],[],[],[],[],[],[],[]
testttt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
a0226958831,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['33815'],[]
chrisrs0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
fantasy14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,[],[],['269525'],[],[],['21917'],[],[],[],[],[],[],[],[]
nagisanoff,0,1,0,1,0,0,0,0,0,0,0,0,0,0,[],['398234'],[],['3399'],[],[],[],[],[],[],[],[],[],[]
janptt124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],[],[],[],[],[],[],['263524'],[],[],[],[]
wastina0923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
drunkmunky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
stoplife,0,0,0,0,0,0,0,1,0,1,0,0,0,0,[],[],[],[],[],[],[],['377862'],[],['262933'],[],[],[],[]
lf719000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,[],[],[],['185392'],[],[],[],['149072'],[],[],[],[],[],[]
abc3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
toraku88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
jkl4566654,0,2,0,0,0,0,0,0,0,2,0,0,0,0,[],"['103300', '321171']",[],[],[],[],[],[],[],"['4968', '400214']",[],[],[],[]
light17628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['47495'],[],[],[],[],[],[],[],[],[],[]
darren40119,0,3,0,0,0,0,0,0,0,0,0,0,0,0,[],"['6534', '334365', '339080']",[],[],[],[],[],[],[],[],[],[],[],[]
bankauditor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
pttchis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,[],"['28090', '400332']",[],[],[],[],[],[],[],[],[],[],[],[]
funkydogs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],['37170'],[],[],[],[],[],[],[],[]
Tawara,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],['81480'],[],[],[],[],[],[],[],[],[],[]
zxcvb5325472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Amygo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
visviva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
zenuo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
readperson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[]
nalaculan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],['263326'],[]
